Gene_ID,log2FoldChange,pvalue,padj
ENSG00000130940,0.36680481707844637,0.23838784730266552,
ENSG00000272078,1.104396997819003,0.2089789572303676,
ENSG00000225158,0.3333333333333333,0.4226497308103743,
ENSG00000175262,-0.04248125036057804,0.9167068787268167,
ENSG00000215785,0.03458645827323692,0.9590977275378747,
ENSG00000120948,0.19128957582668704,0.39853562957671373,
ENSG00000277726,0.0,,
ENSG00000009724,-0.03380142061479585,0.9042242743094746,
ENSG00000271895,0.07522319536013367,0.8855208547455684,
ENSG00000116649,0.08823206182310361,0.8818410567622578,
ENSG00000171824,0.43605430033264714,0.1985180010191675,
ENSG00000226849,0.20751874963942196,0.6809484795842462,
ENSG00000230337,-0.28458645827323703,0.6080237457098503,
ENSG00000198793,-0.2419136852531505,0.2683890604075205,
ENSG00000225602,0.661944617444798,0.20072608036303247,
ENSG00000253086,0.6949875002403854,0.38084363056345366,
ENSG00000171819,0.012474411063154278,0.9579619864045485,
ENSG00000207451,0.06917291654647395,0.9196638014902039,
ENSG00000238173,-0.24714869038850723,0.7284778841974042,
ENSG00000120942,0.06511700510200402,0.7852249282041674,
ENSG00000238199,0.6112757111395983,0.3923282551596598,
ENSG00000284646,-0.396240625180289,0.3910022189557704,
ENSG00000224338,0.2704260414863776,0.62381293521931,
ENSG00000204624,0.07618258555286594,0.7631458355782365,
ENSG00000285833,0.861654166907052,0.20363932786813255,
ENSG00000235643,0.041895644786080766,0.9494993142053614,
ENSG00000284708,0.5575098970364918,0.1912681227156655,
ENSG00000116661,0.21358215676678238,0.4259739351420638,
ENSG00000132879,-0.0013621548357161117,0.9957980700621172,
ENSG00000116663,-0.8542561679743601,0.10235423966524639,
ENSG00000116670,-0.036951497586908744,0.9396100984814314,
ENSG00000162490,0.31680850298655727,0.14530309131683236,
ENSG00000177674,0.31565199579426517,0.742071420786176,
ENSG00000215910,-1.1433893155687962,0.12395433188280276,
ENSG00000177553,0.0,,
ENSG00000177000,0.029448337345078457,0.9308459829671096,
ENSG00000011021,-0.36948205760473307,0.04116197072417051,
ENSG00000276470,0.0,,
ENSG00000278852,0.0,,
ENSG00000175206,-0.7568286301760514,0.2452403414343716,
ENSG00000275915,0.0,,
ENSG00000120937,0.27832083357371873,0.6675211330154363,
ENSG00000224904,-0.34181373099517165,0.5591448014956891,
ENSG00000285646,0.8616816499536317,0.17460602330497152,
ENSG00000199347,0.0,,
ENSG00000201801,-0.13553183038179117,0.7756718312921956,
ENSG00000116685,0.0811736779498391,0.7976716247627311,
